0,1,2,3
-0.24307966590454538,-0.1499419086892961,-0.3467873426549732,0.1841523779810506
-0.23288478118121203,-0.14334753045380053,-0.31910251622808056,0.17069280565167713
-0.2226786366437208,-0.17271206655477545,-0.3129527946941636,0.1424242319592554
-0.254434028689906,-0.19531760152937228,-0.2815754969096728,0.14225527830718074
-0.13513824341867647,-0.028293155954536547,-0.07071224816643848,0.022132650703842287
-0.23966590396768467,-0.09125714148312769,-0.2764730511606976,0.14419291552371952
-0.22998204569361386,-0.17004582535769353,-0.3372996411050355,0.15606272971126975
-0.2539430328161213,-0.1878914238076221,-0.2607224820985658,0.15743221898908522
-0.23846720337170957,-0.09853289914467887,-0.3156854993916291,0.17328690106984362
-0.20125059686614583,-0.1527660119705762,-0.2813482246757544,0.08995637600343807
-0.30552003257445376,-0.0662703327515858,-0.08823970718854478,0.06643604016972784
-0.23918324233237415,-0.15937144715989765,-0.3264046873136132,0.16125009111302696
-0.2377041854862595,-0.06039774380378976,-0.3098829995741446,0.1545320395910421
-0.23854693743361083,-0.03708792966947107,-0.286037630504534,0.1430243917220168
-0.2321601824859137,-0.05416224774239962,-0.29100813146354626,0.1457664954072338
-0.24178967772264276,-0.036813280217395106,-0.29102002615092887,0.1454766309952456
-0.22293654521769468,-0.0658199936806767,-0.2819587026492239,0.15338196748398752
-0.2082880339933436,-0.14653886355118922,-0.33973493479593553,0.10018545762854818
-0.18287455124262897,-0.13502294745717677,-0.2910672733732772,0.044116972187345206
-0.24977588030556724,-0.1317879234129326,-0.3671441256633204,0.19300077057221465
-0.196877542737481,-0.12621257479918607,-0.28870908513081095,0.10638073278040999
-0.19908253398396175,-0.10534429137258584,-0.2873552066436562,0.08046829663159574
-0.2046678235075487,-0.0949071155428231,-0.28983310797127115,0.10524198964632328
-0.1980603984953538,-0.13962875920786855,-0.31795179815798047,0.07974752890629945
-0.1794014570791804,-0.1303340050247604,-0.2634844566852166,0.06823326344324515
-0.2074056013368157,-0.10701272958329033,-0.31798479125128104,0.08736271941385591
-0.20843465432592295,-0.15253349934100735,-0.3561290854501078,0.08061082518826077
-0.1927149211242031,-0.13855442973802073,-0.3065905736490428,0.06457903586774832
-0.19804193086968708,-0.09647762440446199,-0.28568988624009806,0.07030186696982459
-0.21038388977418054,-0.10712627731198333,-0.3258971230562071,0.09257934290419886
-0.1914746086155902,-0.13815120553120663,-0.31530982162121507,0.060695561813388234
-0.2030713882358498,-0.09166494665128605,-0.29743467483540553,0.08920710791149614
-0.2052358457206134,-0.08984272834198477,-0.29110364232289376,0.10150815447762504
-0.21250657947828108,-0.08765150332197909,-0.31637888224510563,0.0970439760779236
-0.2228804616315129,-0.07375697256021427,-0.29857807128374103,0.12181452717307983
-0.2170089170411604,-0.10952969432617267,-0.342953049342543,0.10195701085823271
-0.18515323378991091,-0.08129488934618313,-0.23988376279493956,0.06149587271725065
-0.21766076171276738,-0.0959923816746763,-0.318587832726747,0.12603529682815667
-0.2093288234271951,-0.09087782208315089,-0.3068015841245211,0.10717230583603696
-0.20144711015964636,-0.09830060238566922,-0.2953249331737739,0.07383094402566541
-0.19551532149538137,-0.0939272472801643,-0.2807337725166238,0.06068833126730142
-0.17946876715263924,-0.09713534190473863,-0.31292079658915695,-0.02278659826128321
-0.2014986993791335,-0.09899039640030885,-0.30143650085434626,0.06859586091753818
-0.19799544277462167,-0.10077973478842996,-0.3029313016155114,0.057182786963210254
-0.19563272178149793,-0.09046461295424778,-0.28978274242054025,0.05007168322105608
-0.1882918000489549,-0.1298637444937328,-0.358742064818769,-0.01312222923354045
0.366867641507571,0.0192636306002177,0.08095936505200854,-0.04212695124802611
0.5206821061016649,0.05664340097520303,0.1004769309903613,-0.11129589405723167
-0.20221073034773013,-0.10560958278560635,-0.34094016258584375,0.03182710901391887
0.08887593773922685,-0.03130777693160957,-0.018186646495513107,-0.07780383894429799
0.3864649608764852,0.043702978976321756,0.0856441411097737,-0.08972942815185425
0.32027916475814816,0.03509193866583177,0.06678734352608154,-0.16869859055423658
0.3828173733897162,0.007159310192307221,0.043964087180731456,-0.2300025659766474
0.2742493075964704,0.029678110613656685,0.05846599540412561,-0.12212005127375129
0.23639979720435328,0.023726648593800272,0.044362194760837366,-0.1290337845372726
0.20787388179835792,0.020662187489234003,0.03707908562829921,-0.11665541470946865
0.22590490156919463,0.02204899144780252,0.040908654279070096,-0.14262684043330545
0.37214738169745953,0.04200296139253869,0.08107341617076072,-0.19433475391395086
0.24943555428689473,-0.009110002328492474,0.030115364532199648,-0.17951384380196883
0.2209587078220172,0.024610833770337504,0.04263611937728665,-0.11138872493130386
0.28479168622384254,0.02826595974243605,0.04564459652720044,-0.03932876285287126
0.24005777663604422,0.010080077196386403,-0.009784419021046452,-0.19581063648367758
0.21956161102531055,0.012394689073652744,-0.001608830911984948,-0.20565167850839056
0.03175893798267404,-0.027875881932486163,-0.11110034499024746,-0.10187285595821033
0.21219130297370817,0.013187180863490081,0.0005166409118951137,-0.09741658904295765
0.30331434259214274,0.028554938492943837,0.03864314777536893,-0.18206982819590586
0.14835398421161639,-0.0021364520517220854,-0.040556285232448516,-0.18620115216084673
0.2895099056445197,0.025474832147693912,0.02973073076487704,-0.19430823761561317
0.15415022915305227,0.005056547340637389,-0.014023703463391627,-0.18197661932440481
0.2987996792694129,0.02611206942448374,0.030315884963164744,-0.20214298314918663
0.34191069566763665,0.03915354708427053,0.06531564240467978,-0.050676199730192245
